64;3;6.0;1;9523.0;0;0.0;64
81;3;0.0;1;3780.0;0;0.0;81
6;3;0.0;1;4512.0;0;0.0;6
74;3;0.0;1;20731.0;0;0.0;74
44;3;0.0;1;7831.0;0;0.0;44
16;3;0.0;1;8181.0;0;0.0;16
48;3;0.0;1;21000.0;0;0.0;48
4;3;10.0;1;13250.0;0;0.0;4
1;3;1.0;1;8641.0;0;0.0;1
34;3;5.0;1;14024.0;0;0.0;34
49;3;11.0;1;3902.0;0;0.0;49
60;3;6.0;1;9523.0;0;0.0;60
59;3;3.0;1;9756.0;0;0.0;59
56;3;3.0;1;9756.0;0;0.0;56
62;3;0.0;1;9523.0;0;0.0;62
55;3;2.0;1;9523.0;0;0.0;55
41;3;2.0;1;15529.0;0;0.0;41
12;3;5.0;1;25517.0;0;0.0;12
46;3;3.0;1;20235.0;0;0.0;46
5;3;1.0;1;8125.0;0;0.0;5
9;3;4.0;1;31250.0;0;0.0;9
32;3;2.0;1;12888.0;0;0.0;32
65;3;10.0;1;34000.0;0;0.0;65
66;3;7.0;1;22380.0;0;0.0;66
67;3;2.0;1;40361.0;0;0.0;67
68;3;4.0;1;20506.0;0;0.0;68
2;3;8.0;1;14024.0;0;0.0;2
47;3;0.0;1;6741.0;0;0.0;47
75;3;0.0;1;15500.0;0;0.0;75
69;3;9.0;1;32250.0;0;0.0;69
51;3;2.0;1;9523.0;0;0.0;51
43;3;0.0;1;12941.0;0;0.0;43
72;3;6.0;1;20875.0;0;0.0;72
54;3;5.0;1;9523.0;0;0.0;54
80;3;0.0;1;4285.0;0;0.0;80
57;3;0.0;1;9523.0;0;0.0;57
22;3;0.0;1;6172.0;0;0.0;22
21;3;0.0;1;7051.0;0;0.0;21
19;3;0.0;1;5555.0;0;0.0;19
31;3;0.0;1;10588.0;0;0.0;31
158;3;5.0;1;40833.0;0;0.0;158
128;3;2.0;1;255102.0;0;0.0;128
131;3;0.0;1;267346.0;0;0.0;131
124;3;1.0;1;470000.0;0;0.0;124
26;3;35.0;1;2352.0;0;0.0;26
29;3;1.0;1;11153.0;0;0.0;29
13;3;22.0;1;3333.0;0;0.0;13
61;3;4.0;1;9523.0;0;0.0;61
28;3;9.0;1;25243.0;0;0.0;28
30;3;8.0;1;24444.0;0;0.0;30
39;3;1.0;1;7058.0;0;0.0;39
70;3;5.0;1;33750.0;0;0.0;70
8;3;14.0;1;7647.0;0;0.0;8
40;3;3.0;1;13855.0;0;0.0;40
14;3;5.0;1;16309.0;0;0.0;14
33;3;7.0;1;7142.0;0;0.0;33
38;3;1.0;1;8045.0;0;0.0;38
45;3;2.0;1;8235.0;0;0.0;45
27;3;14.0;1;2500.0;0;0.0;27
78;3;8.0;1;4801.5;0;0.0;78
52;3;0.0;1;9523.0;0;0.0;52
71;3;1.0;1;22784.0;0;0.0;71
58;3;3.0;1;9523.0;0;0.0;58
7;3;0.0;1;12500.0;0;0.0;7
37;3;9.0;1;7738.0;0;0.0;37
63;3;6.0;1;21428.0;0;0.0;63
76;3;16.0;1;4792.39487179487;0;0.0;76
24;3;2.0;1;5555.0;0;0.0;24
10;3;28.0;1;24430.0;0;0.0;10
77;3;23.0;1;4801.5;0;0.0;77
17;3;12.0;1;18148.0;0;0.0;17
42;3;3.0;1;3733.0;0;0.0;42
120;3;2.0;1;359183.0;0;0.0;120
136;3;1.0;1;200000.0;0;0.0;136
153;3;1.0;1;68229.0;0;0.0;153
145;3;2.0;1;9047.0;0;0.0;145
89;3;5.0;1;11898.0;0;0.0;89
50;3;1.0;1;35507.0;0;0.0;50
91;3;1.0;1;142857.0;0;0.0;91
94;3;1.0;1;495000.0;0;0.0;94
96;3;1.0;1;294000.0;0;0.0;96
97;3;1.0;1;366000.0;0;0.0;97
98;3;3.0;1;261224.0;0;0.0;98
99;3;3.0;1;261224.0;0;0.0;99
100;3;1.0;1;195000.0;0;0.0;100
101;3;2.0;1;186000.0;0;0.0;101
102;3;2.0;1;169387.0;0;0.0;102
103;3;2.0;1;193877.0;0;0.0;103
104;3;2.0;1;279000.0;0;0.0;104
105;3;2.0;1;169387.0;0;0.0;105
106;3;2.0;1;210000.0;0;0.0;106
107;3;5.0;1;195000.0;0;0.0;107
108;3;1.0;1;186000.0;0;0.0;108
109;3;2.0;1;246000.0;0;0.0;109
110;3;2.0;1;234000.0;0;0.0;110
111;3;1.0;1;465000.0;0;0.0;111
112;3;2.0;1;450980.0;0;0.0;112
113;3;3.0;1;316326.0;0;0.0;113
114;3;3.0;1;316326.0;0;0.0;114
115;3;3.0;1;336000.0;0;0.0;115
117;3;3.0;1;353061.0;0;0.0;117
119;3;1.0;1;255000.0;0;0.0;119
121;3;2.0;1;294000.0;0;0.0;121
123;3;2.0;1;316326.0;0;0.0;123
125;3;2.0;1;504000.0;0;0.0;125
126;3;1.0;1;660000.0;0;0.0;126
130;3;3.0;1;360000.0;0;0.0;130
132;3;1.0;1;465000.0;0;0.0;132
133;3;2.0;1;465000.0;0;0.0;133
134;3;1.0;1;495000.0;0;0.0;134
